Location,Gender,Product,location_code,gender_code,product_code
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Hyderabad, Sindh",Male,Formalwear Male,135,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Peshawar, Pakistan",Female,Formalwear Male,289,0,8
"Ankara, Turkey",Female,Formalwear Male,19,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
Bhalwal,Male,Formalwear Male,50,1,8
"Khas Dir, Pakistan",Male,Formalwear Male,185,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
Bhakkar,Male,Formalwear Male,49,1,8
"Kharadar, Sindh, Pakistan",Male,Formalwear Male,182,1,8
Larkana,Male,Formalwear Male,203,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Islamabad, Pakistan",Male,Formalwear Male,141,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Peshawar, Pakistan",Male,Formalwear Male,289,1,8
Kuwait City,Male,Formalwear Male,198,1,8
"Islamabad, Pakistan",Male,Formalwear Male,141,1,8
"Lahore, Pakistan",Female,Formalwear Male,200,0,8
"Gujranwala, Pakistan",Male,Formalwear Male,108,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
Faisalabad,Male,Formalwear Male,99,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Dubai, United Arab Emirates",Male,Formalwear Male,93,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Chicago, Illinois",Female,Formalwear Male,66,0,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Islamabad, Pakistan",Female,Formalwear Male,141,0,8
"Lahore, Pakistan",Female,Formalwear Male,200,0,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
Bucheki,Male,Formalwear Male,55,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
Burewala,Female,Formalwear Male,56,0,8
"Mandi Burewala, Punjab, Pakistan",Female,Formalwear Male,218,0,8
"Hyderabad, Sindh",Male,Formalwear Male,135,1,8
"Islamabad, Pakistan",Female,Formalwear Male,141,0,8
"Musaffah, Abū Z̧Aby, United Arab Emirates",Male,Formalwear Male,250,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Sher Shah Colony, Sindh, Pakistan",Male,Formalwear Male,335,1,8
Sadiqabad,Female,Formalwear Male,317,0,8
"Islamabad, Pakistan",Male,Formalwear Male,141,1,8
"Islamabad, Pakistan",Female,Formalwear Male,141,0,8
"Lahore, Pakistan",Female,Formalwear Male,200,0,8
Faisalabad,Female,Formalwear Male,99,0,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
Nankana Sahib,Male,Formalwear Male,256,1,8
Rahim Yar Khan,Male,Formalwear Male,303,1,8
Rahim Yar Khan,Male,Formalwear Male,303,1,8
"Lahore, Pakistan",Female,Formalwear Male,200,0,8
"Okara, Pakistan",Male,Formalwear Male,275,1,8
"Lahore, Pakistan",Female,Formalwear Male,200,0,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
Mianwali,Male,Formalwear Male,233,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Mandi Burewala, Punjab, Pakistan",Male,Formalwear Male,218,1,8
Multan,Male,Formalwear Male,248,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
"Peshawar, Pakistan",Male,Formalwear Male,289,1,8
Rahim Yar Khan,Male,Formalwear Male,303,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Lahore, Pakistan",Male,Formalwear Male,200,1,8
"Karachi, Pakistan",Male,Formalwear Male,166,1,8
"Shah Faisalabad, Punjab, Pakistan",Male,Formalwear Male,324,1,8
"New York, New York",Female,Formalwear Male,267,0,8
"Karachi, Pakistan",Female,Formalwear Male,166,0,8
Pattoki,Male,Formalwear Male,286,1,8
"Lahore, Pakistan",Male,Formalwear Female,200,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
"Islamabad, Pakistan",Male,Formalwear Female,141,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Model Town, Punjab, Pakistan",Male,Formalwear Female,239,1,7
"Hudson, New York",Female,Formalwear Female,131,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Dalazak, Khyber Pakhtunkhwa, Pakistan",Male,Formalwear Female,79,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Faisalabad,Male,Formalwear Female,99,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
"Gujranwala, Pakistan",Male,Formalwear Female,108,1,7
Mandi Bahauddin,Female,Formalwear Female,217,0,7
Faisalabad,Female,Formalwear Female,99,0,7
Crawley,Male,Formalwear Female,76,1,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Istanbul, Turkey",Male,Formalwear Female,142,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Fairfax, Virginia",Female,Formalwear Female,98,0,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
"Karachi, Pakistan",Male,Formalwear Female,166,1,7
"Islamabad, Pakistan",Male,Formalwear Female,141,1,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Male,Formalwear Female,200,1,7
"Shikarpur, Pakistan",Female,Formalwear Female,336,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Dubai, United Arab Emirates",Female,Formalwear Female,93,0,7
"Islamabad, Pakistan",Male,Formalwear Female,141,1,7
"Lahore, Pakistan",Male,Formalwear Female,200,1,7
Bahawalpur,Female,Formalwear Female,32,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Male,Formalwear Female,166,1,7
"Lahore, Pakistan",Male,Formalwear Female,200,1,7
"Lahore, Pakistan",Male,Formalwear Female,200,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Multan,Female,Formalwear Female,248,0,7
"Hyderabad, Sindh",Female,Formalwear Female,135,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Riyadh, Saudi Arabia",Female,Formalwear Female,314,0,7
"Melbourne, Victoria, Australia",Female,Formalwear Female,229,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Amritsar, Punjab",Female,Formalwear Female,18,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Phoenix, Arizona",Female,Formalwear Female,291,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Haroonabad Municipality, Punjab, Pakistan",Female,Formalwear Female,122,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Manama, Bahrain",Female,Formalwear Female,216,0,7
"Howrah, India",Female,Formalwear Female,130,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Riyadh, Saudi Arabia",Female,Formalwear Female,314,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Houston, Texas",Female,Formalwear Female,129,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Champaign, Illinois",Female,Formalwear Female,60,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Leesburg, Virginia",Female,Formalwear Female,207,0,7
"Nashville, Tennessee",Female,Formalwear Female,259,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
Sanghar,Female,Formalwear Female,321,0,7
"Dhaka, Bangladesh",Female,Formalwear Female,90,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Gujranwala, Pakistan",Male,Formalwear Female,108,1,7
"Dhaka, Bangladesh",Male,Formalwear Female,90,1,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
Multan,Male,Formalwear Female,248,1,7
"Hyderabad, Sindh",Female,Formalwear Female,135,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Jauharabad,Female,Formalwear Female,149,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
Multan,Male,Formalwear Female,248,1,7
Multan,Female,Formalwear Female,248,0,7
"Hyderabad, Sindh",Female,Formalwear Female,135,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karanchi, Sindh, Pakistan",Female,Formalwear Female,167,0,7
Kharagpur,Female,Formalwear Female,183,0,7
"Beijing, China",Female,Formalwear Female,45,0,7
Faisalabad,Female,Formalwear Female,99,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Rawalpindi, Pakistan",Female,Formalwear Female,312,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Umerkot,Female,Formalwear Female,368,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Gujranwala, Pakistan",Female,Formalwear Female,108,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
Faisalabad,Female,Formalwear Female,99,0,7
"Rawalpindi, Pakistan",Female,Formalwear Female,312,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Chakwal, Pakistan",Female,Formalwear Female,59,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Pratapgarh, Uttar Pradesh",Female,Formalwear Female,299,0,7
"Karachi, Pakistan",Male,Formalwear Female,166,1,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Mirpur Khas,Male,Formalwear Female,235,1,7
"Riyadh, Saudi Arabia",Female,Formalwear Female,314,0,7
"Muscat, Oman",Female,Formalwear Female,251,0,7
"Rawalpindi, Pakistan",Female,Formalwear Female,312,0,7
Rahim Yar Khan,Female,Formalwear Female,303,0,7
Islamabad,Male,Formalwear Female,139,1,7
"Gujranwala, Pakistan",Female,Formalwear Female,108,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Okara, Pakistan",Female,Formalwear Female,275,0,7
"Rawalpindi, Pakistan",Male,Formalwear Female,312,1,7
Multan,Female,Formalwear Female,248,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Islamabad, Pakistan",Female,Formalwear Female,141,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
Rahim Yar Khan,Female,Formalwear Female,303,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Lahore, Pakistan",Female,Formalwear Female,200,0,7
"Quetta, Pakistan",Female,Formalwear Female,302,0,7
"Al Hillah, Babil, Iraq",Female,Formalwear Female,11,0,7
"Haiderabad, Sindh, Pakistan",Female,Formalwear Female,113,0,7
"Karachi, Pakistan",Female,Formalwear Female,166,0,7
